Tweets,Likes,Retweets,Sentiment,User,Location
"Another great turnout for today's march and rally, organised by @Cambridge4Ukr. 

As many of the speakers said, it's so important, after over a month of Russia's full-scale invasion of Ukraine, to retain attention and support from people around the world.

#StandWithUkraine https://t.co/UeDrhKSwsi",1,1,1,Cameron Holloway,"Cambridge, UK"
"@FT @maxseddon ❌ 【Z💀】 🇷🇺
𝕕𝕖𝕟𝕒𝕫𝕚𝕗𝕚𝕔𝕒𝕥𝕚𝕠𝕟 = 𝕕𝕖𝕡𝕦𝕥𝕚𝕟𝕚𝕗𝕚𝕔𝕒𝕥𝕚𝕠𝕟
NATO 🛑 'floating' ideas while Ukraine is sinking.
Send EVERYTHING 
S-300
S-400
MiGs
M142 HIMARS
Switchblade drones - give every 🇺🇦 video gamer a 6-pack
Someone needs to DO SOMETHING !!!!",0,0,0,K͓̽F͓̽C͓̽ / Keep Fingers Crossed,"49.29822°N, 123.11909°W"
The Nagorno-Karabakh ceasefire brokered by Putin in 2020 is quickly unravelling as Russia withdraws peacekeepers from the region to reinforce its army in Ukraine. A few hours ago the NKR asked Russia for more peacekeepers. Minutes ago reports emerged of NKR declaring martial law.,0,0,1,"V. Cheianov, Esq.",European Union
"Please join me in association with the Army of Ukraine and donate today. All proceeds will be spent on Cyber Infrastructure fees payable to Microsoft Azure. You will be helping Ukraine directly without violence.
Join the Fight! Donate Today

https://t.co/CPfplp8b63",0,0,0,Marshal brekhni,"Green Bay, Wisconsin"
"यूरोप के लिए उड़ा पेंटागन का डूम्सडे प्लेन, परमाणु विस्फोट का नहीं होता कोई असर

#RussiaUkraineWar | #UkraineWar | #WarCoverageOnTv9 
https://t.co/sl19UnR0QU",0,0,0,Tv9Hindi,
@carlbildt Ukraine need do NO SUCH THING.,0,0,0,StillLaughing,Republic of California
@carlbildt Ukraine should only agree to reduce it's army by a fifth when Russia agrees to reduce it's army to ZERO! And return Crimea and the Donbas and pay reparations!,0,0,0,Ell Bee,Canada
"@MatthewHyland_ Please if you know anyone who want to buy the bored ape yatched NFT . A friend of mine from Ukraine wants to sell below floor price.. he said he wants to use the money to relocate.if you have let me know ,he is really down bad and wants to sell as low as 60eth please inbox me",0,0,-1,Pulcino,Italy
"@visegrad24 And who in THEIR right minds didn't see this coming??

I did back in Feb when they started massing.

They weren't going to stop w Ukraine. The only feasible ROI for that much troop movement was BEYOND Ukraine's borders.
Both in resources &amp; in blackmail

This is classic warfare🙄",0,0,1,MsWoofs,"Maryland, USA"
"Would it be ultimate miscalculation that do away Moscow if they believe US&amp; NATO will not do retaliation strikes if they do WMD on Ukraine?Good men&amp;women can only watch war crimes from sidelines up to a redline? when ultimate brutality of WMD is put into use, who can just watch?",0,0,1,TMarian.Grace,
https://t.co/RZUeztqsk4,0,0,0,"the artist, Mitchell Dewain Stein","Los Angeles, CA"
#europe #sanctions #Ukraine #Russia https://t.co/d0cxHCBB7w,0,0,0,Clarity Requeued,
https://t.co/RRplplmOVH,0,0,0,PankyFace,
"@Rychu07 @ukasus Rychu, czy Grodzki w czymś skłamał w tym spocie? Nie uważasz, że bardziej groźne było organizowanie spotkania w Warszawie z Le Pen, Orbanem itd, wiedząc już, że ruscy zaatakują Ukrainę? To nie była zdrada? Sprowadzanie węgla na potęgę? Brak sankcji? Lawinowo rosnące spółki w PL?",0,0,0,Wojciech 🇵🇱🇪🇺,
"@ZelenskyyUa @RTErdogan Russia troops will retreat, pursuit them and, ask East UKraine troops break through,and then two fires!but you should care for fall into Russia surrounding when you pursuit Russia",0,0,0,Helen W,"Los Angeles, CA"
"@seanhannity Trillion for defense? But we need 5 billion more for a wall? Tillion wont protect us? Russias been battling Ukraine for four hundred years you fools. Nancy Pelosi? Result of the coup de tau of the executive branch. 22 Nov 1963, the coverup Vietnam and every other sham since.",0,0,1,Wesley Woolever,
"@Tazerface16 There are many of us that share your feelings. 
Ukraine is only a stepping stone for Moscow if they are allowed to continue this genocidal war. More must be done.
Canada, your northern neighbors, are affected by your actions. Hence why we watch your politics so closely",0,0,1,Mommabear28,
These #Ukrainian dudes are the real athletes. Jussayin. #Ukraine,0,0,1,Nathan Woodside,"Alton, Ill."
"@TtObserwator @Breakspeare16 @Euan_MacDonald Don’t generalise 🙏. India is a nation of 1400 million people.

I am supporting Ukraine from day one &amp; most women in India are highly sympathetic to Ukraine when they see kids &amp; people suffering.

On the initial days of war there were twitter trends like #StopWar on India",1,0,1,FishOutOfWater,"Perth, Western Australia"
How Russia’s War on Ukraine Will Change the World https://t.co/d8O1X4aVzh,0,0,0,Charles Ely,"Washington State, USA"
"Imagine being a Ukrainian firefighter!! One day saving children from rubble after being bombed, the next putting out a chemical fire from fuel storage hit by missiles. Dodging bombs n bullets.

HEROES!!! Firefighters of the world unite!!!
#Ukraine #HeroesofUkraine #Firefighters https://t.co/GR7DF7wSST",2,0,0,Michelle Robinson,"Alpes-Maritimes, Provence-Alpe"
"@Ekta07273665 @BBCWorld If Ukraine treated Indians so badly, why were they there in the first place?",0,0,-1,Andrei Popa 🇷🇴🇺🇦,"Bucharest, Romania"
"CNN's Ivan Watson reports from inside a children's ward in Ukraine and talks to an 11-year-old girl
#Mariupol #Ukraine #Russia #Russian #UkraineRussiaWar #UkraineRussianWar #UkraineWar
https://t.co/l6MNyAq9pI",1,0,1,DGR Crypto,
About the war in #Ukraine in numbers ➡️ https://t.co/aZB8nB83jR,0,0,0,PLinLibya,Libya
"@FriedemannWo @LubsClaudia @RebHarms Widerlich, dass du die Geschichte so umdrehst und versuchst Putins Propaganda zu verbreiten.
Russland zerbombt doch die Städte, in denen russischsprachige lebten.
Nicht die Ukraine russische Städte.
Du hinterfragst nichts, du plapperst einfach nur einem Mörder nach.",0,0,-1,Jessi P. 🇺🇦,"Berlin, Deutschland"
@carlbildt so after that an aggression country is reducing it’s  armies to fifth faster they want ukraine to reduce it too??😂😂😂 I think Ukraine should quadruple it,0,0,0,Rwasco,"Paris, France & Kigali,rwanda"
"@NezusCS @sentdefender I agree, I think if Belarus enters or Russia takes Kyiv. Poland can’t afford to have Russia controlling that border and be surrounded by Russians in Belarus and Ukraine. But I’m not Polish do you would know better.",0,0,1,Jack_ryan 🇺🇸🇺🇦,The United States Of America
London Vigil for Ukraine https://t.co/w7OcdapKm3,0,0,0,Kate Ryder,
"@dubravkasuica @EU_Commission @MarosSefcovic @VeraJourova @guyverhofstadt @CBeaune @Europe2022FR Stop any traffic of goods and transport from/to the russian federation. Show your support in actions! This step will help russians understand that all people are united in their support for peaceful and independent #Ukraine !
#banrussia",0,0,1,Pavlo🇺🇦,Україна
@msnbc @AlexWitt I have been following the war in Ukraine since b4 it started. The ?'s the Ukrainians are asked by reporters make me want to pull my hair out!! It's a war for God sake...how would you take it...how would you handle it?!!,0,0,0,FREEDOM FOR FUTURE GENERATIONS,VIRGINIA
"❗️❗️This is happening in cities across Ukraine- it is a reality within 🇺🇦To turn a blind eye to the trauma, suffering and terror being experienced by Ukrainians daily is a crime in itself! Please @NATO #ClosetheSkyoverUkraine https://t.co/dqOF9ctuBf",5,2,1,Frances,"Birmingham, England"
@lesiavasylenko And Putin is talking about nazi's in Ukraine. The only nazi's being there are the russian occupiers.,0,0,0,R⭕B van K 💪🇺🇦💪,
"28 Meaningful Ways You Can Help Ukraine:

As the Russian invasion of Ukraine threatens more lives, here are some meaningful ways you can help…

https://t.co/mxCk0DTANI

#StandWithUkraine 🇺🇦 https://t.co/LVHg2jGRa2",0,0,1,Steve Kent,"Mount Pearl, NL, Canada"
"@libe Talk à l'université de Chicago, de 2015
Très bon résumé du contexte de tensions entre l'OTAN, l'UE, l'Ukraine et la Russie.
L'histoire se répète.
#OTAN #Ukraine #UE #Russie #Russia #Donbass
""Why is Ukraine the West's Fault? Featuring John Mearsheimer"" 
https://t.co/35bduDalw9",0,0,0,Брунетте34,
"Interesting words: "" Ukraine and US put more PRESSURE on EUROPE to bring more sanction on Russia"" Really??",0,0,1,Resaty,
@wheredkittygo @TomUnknown21 @KyivIndependent Don't be silly. Russia is going to win this easily. The only way a nuke will be dropper is if NATO get involved. And NATO aren't going to risk nuclear war over Ukraine.,0,0,1,Dan,
@JamesFirecat @tap_1_0 @caitoz The one thing that is common is the chaos in Afghanistan was created by the CIA to bleed Russia: the chaos in Ukraine was created by the CIA to bleed Russia only common denominator. Both populations were just used as cannon fodder by the US.,0,0,-1,Vector56,
@mike90772542 @Carniper @thebradfordfile Well it's pretty f*ck1ng obvious now there was s corrupt shit going on with Biden and company. The texts between Joe and Ol smokey show them discussing Ukraine,0,0,-1,AndrooBEE,
@DefenceU @ZelenskyyUa We support Ukraine. Never give up. https://t.co/ESgjpXAkWi,0,0,0,Save the World,
"@tim_rudall @CathyGraphics3 @KyivIndependent That came later. Check out the content . Btw,""Ukraine to restore control of state border.""..... https://t.co/YJunVk3ji3",0,0,0,PunkyDora,
"🔃 ❝Yuriev's novel is fiction, of course, but should still help the West calculate the risks of appeasing Putin's aggression,❞ Dina Khapaeva writes. ❝… Ukraine is not Putin's only target.❞ https://t.co/o7hkbWcrNS",0,0,0,𝐚𝐧𝐝𝐲𝐉𝐒𝐃𝐞𝐜𝐞𝐩𝐢𝐝𝐚 🇨🇦🇺🇦,"Toronto, ON, CDA"
"@KyivIndependent DO NOT BELIEVE what Russian officials say.
They claimed their ""military operations"" would be focused in the eastern region of Ukraine.  #Donbas #Donetsk
No.
#Lviv has been hit today.
#Ukraine #Russia

@JohnBerman @NewDay @ErinBurnett @jaketapper @cnnbrk @StateDept @EUCouncil @cnn",1,0,-1,Jennifer Coleman,"Virginia, USA"
"694 #NFTs in 9 #NFT collections! All handmade by artist Mia Mai from age 1-2 💛🚀🌕✨ #NFTart
339 Mesamis 😇
130 alphabet letters 🆎
100 flowers 🌷
40 fish 🐠
28 butterflies 🦋
25 paintings from age 1 🎨
23 Suns ☀
8 Astros ✨
1 PEACE for Ukraine ❤

▶ https://t.co/CWYfBAKc5u https://t.co/RcZK0upDq1",3,1,0,NFT Art by Mia Mai,Vietnam
"Disgusting. People are being slaughtered.
#Ukraine
#WarCrimes
https://t.co/w782hIZYP9",0,0,-1,"Real eyes, Realize, Real lies.","Florida, USA"
"@MaloRomanEmpire @Andriy2341 @katalin_pota @Rebel_retired @HadiNasrallah @richimedhurst Where does it say that? I’m denying that Bandera was the sole person responsible for the deaths of millions of Jews in Ukraine as you tried to claim. He wasn’t. 
Nazi germany was…
It really isn’t hard to grasp",0,0,1,Miko 🇺🇦,"London, England"
https://t.co/LYEMLbhUla,0,0,0,Betty Jones,
"@UN @NATO @NATO_AIRCOM @Europarl_EN @jensstoltenberg 
That’s how I see it: 
“…good times create weak men, and weak men create hard times…”

#Ukraine #PutinWarCrimes 
#EU #NATO #StopRussia #Stoltenberg #HelpUkraine https://t.co/cRAa1UeKUT",0,0,-1,Alla Pinkas,
"@lesiavasylenko @POTUS The UN Security Council should withdraw Russia’s veto and propose a coalition of international airforces (not NATO) to protect Ukraine’s skies and nuclear power facilities.

@antonioguterres",0,0,0,A101,
"NATO deputy: Putin can't win his 'unprovoked, illogical' war (from @AP) https://t.co/rQjNQpEiSu",0,0,1,DrJX1555,Global
"The #Russian Ongoing Aggression Against #Ukraine 
#Children among 44 severely wounded people trapped in Ukraine's #Chernihiv city, mayor says
https://t.co/Y6VwsiAZfU",0,0,-1,Shadi Alkasim,
"Hello boy and girls, this NFT is to pray for our unarmed brothers in Ukraine🇺🇦.
----------------------------------------------------------------
https://t.co/CkvtFk6fdf
----------------------------------------------------------------",0,0,0,Goofy Blobs Club,
"@IronyDead @AstorAaron @NotWoofers I don’t think Russia has claims outside of Ukraine, Georgia, and Moldova.",0,0,0,Jeff McNamee,Oregon
"Liar.  We are now on the verge of the largest deployment since World War II, and you just said there's no diplomatice solution. #biden. #russia #ukraine #noworldwar. #nocoldwar #nowar #RussiaUkraineWar

https://t.co/LLYRsGyPT6",0,0,0,Alex De Marco,Minnesota
"@ThomasResen @casperj33081634 @KVarming Ja Budapest aftalen som ikke var en traktat var grundlaget for den traktat Rusland og Ukraine indgik senere og som Ukraine ensidigt lod udløbe til udløb i 2018.

Nogen vil hævde at Rusland ophævede den i 14",0,0,0,Thomas Jensen,"Møn, Danmark"
@DucateEd @SummerS94567271 @MilosGM032 @AlenaKoval @ArmedForcesUkr Our people fully support Ukraine. We accepted refugees into our country.,1,0,0,Recep Çetin,"Ankara, Türkiye"
米当局、ロシア製ミサイルの最大6割が失敗と分析＝関係筋 https://t.co/UejBmk97Kv,0,0,0,阿部雅彦,東大阪市
"#UkraineRussiaWar #pb 21

Life and Death of #BorisRomantschenko

#Shoah

#Ukraine #UkraineInvasion #UkraineUnderAttack #UkraineWillResist #UkraineRussianWar #UkraineRussia #UkraineRussianWar #RussiaUkraineWar #Putin #PutinWarCrimes #PutinWarCriminal https://t.co/35sHW1cye3",0,0,0,PatBoy,
"Your so called ""brothers in arms"" are willing to sell you out for Russian money yet you still continue to kiss their butts @ZelenskyyUa @DefenceU @MFA_Ukraine @Ukraine 

#TurkeyOutOfNATO #SanctionTurkey https://t.co/wJGffv2umI",0,0,1,Nomas1821,"Κρήτη, Ελλάς"
"Ukraine has given the Russians a sobering insight into the doctrine, weaponry and tactics that are now at the disposal of commanders in the west and how force multiplication is living up to its name.

If one well trained guy can destroy a tank and its crew there's a mismatch.",0,0,-1,Don Nantwich,Mon Amour
https://t.co/9uFkjGkgGn https://t.co/EXShZac4Rw,0,0,0,Dr. Oleksandr Balanutsa,
"@GavinDu93704977 Russia will likely do fine and is used to enduring. But the West isn't so good at it, and predictions are that the standard of living is going to significantly decrease in the West.

When will West beg Afghan, Iraq, Syria, Libya, Palestine, Yemen, Russia, Ukraine for forgiveness?",0,0,1,Turtle,
@MeowZeDingDong @michaelmalice Did you know Malice's audience did a fundraiser for children in Ukraine who lost everything? It raised thousands of dollars. It did more than your glib tweets will ever do for Ukrainians.,0,0,1,Gregory Belaieff,"Connecticut, USA"
@iamajuman @EllenBo79245224 @morphonios So send me a link. As I cant find it. Ukraine was never part of Nato. I guess you know this,0,0,0,Audrius,
"#The world admirably reacted to what is happening in #Ukraine. let the world now show a fraction of that same reaction to what is happening in #Tigray for 16+ months by ending #TigraySiege.
#AllowAccessToTigray

@PowerUSAID @SecBlinken @vickyford @UNGeneva https://t.co/6G4Sj20B16",0,0,0,Weyzer,
"@schlingsite @morgenpost Eher wie Henne &amp; Ei: Entweder Ukraine sagt Putin etwas zu, damit dieser aufhört – oder Putin verspricht aufzuhören, wenn die Ukraine seinen Bedingungen zusagt. – Wobei ""Zusagen"" &amp; ""Versprechen"" besonders in solchen Situationen bis zu ihrer Umsetzung nur Wünsche &amp; Hoffnungen sind.",0,0,0,thoolb,
"@ng_ukraine I love the ""Combat Eyebrow Look"".",0,0,1,Gary Holten Jr.,
"Explosions are seen in #Lviv city, Ukraine. 

#live #UkraineConflict 

Source: CGTN https://t.co/VFadAygwMj",1,1,1,CGTN Europe,Europe
"Hé lộ kết quả chiến dịch Nga Tấn Công Ukraine, tương lai nào cho Ukraine https://t.co/NBHgGLQzNt qua @YouTube",0,0,0,LE THAI HAO,"Qui Nhơn,Bình Định, Việt Nam"
"Statement by President Obama on Ukraine on February 24, 2022:  ""Last night after listen to a Drake album...""",0,0,0,Lars Hanon,
@AndriySadovyi Ukraine war Bayraktar song Filmed each one they destroyed from every possible angle and in different places. We still have the music: https://t.co/hGSuYRBUve,0,0,0,Ukraine war,
How the Russian officer elite is being decimated in Ukraine – 15 generals and commanders who were killed in action https://t.co/jHcCNcmaYu via @businessinsider,0,0,-1,FJ Powers,"Fort Lauderdale, Florida "
"@anneapplebaum: Instead of fear, we should focus on a Ukrainian victory. Then we can think about how to achieve it. The specific tactics will be determined by those who best understand diplomacy and military strategy. But the strategy has to be clear.
https://t.co/ii1WqwxoyS",0,0,1,💙💛 Dr Leandra Bias,🇨🇭50:50🇬🇷
"Does anyone know where the German vice admiral is who said before the war all Putin wants is respect? Has he heard of Putin's mass terror, rape &amp; infanticide in Ukraine? Let alone 59 destroyed temples? Where is this ""devout Catholic"" now? https://t.co/gMlpE8y1b6",0,0,1,🌿Laurel Leaves🍃🇺🇦I Stand WithUkraine🌻,I block stupid. I RT engagers.
"Wie kann es sein, dass Putin kritisiert wird, junge Rekruten in den Krieg zu schicken, aber gleichzeitig 18jährige Jungs, die vor ein paar Wochen noch zur Schule gingen und wohlbehütet bei Mama gelebt haben, jetzt die Ukraine nicht verlassen dürfen und kämpfen sollen?!",0,0,0,Janine Wolf,
@RichardHaass diplomatic channels? is Putin going to pay for the reconstruction of Ukraine and bring back all the dead his murderous army has killed? you are naive...he needs to be INDICTED by the ICC!,0,0,-1,jasaki,"New York, USA"
"BBC News - Russian general Yakov Rezantsev killed in #Ukraine
https://t.co/xDaW8sddvC",0,0,-1,mortonie,
"@vonderleyen @ZelenskyyUa Δεύτερος μήνας πολέμου στην Ουκρανία! Προφανείς εξελίξεις &amp; απρόβλεπτες συνέπειες- Επιχειρησιακό τέλμα ή επιτυχής στρατηγική; https://t.co/dtb7avsVKQ 

2 MONTHS WAR IN UKRAINE?VERY LONG TIME+NOTHING GOOD HAPPENS!BECAUSE U VOTERS ARE UNEDUCATED CHRISTIAN SHEEPS+VOTE ALLTIMES WRONG",1,1,1,CRYPTOLYMP ATARAXIA OCTAEXOPLANETS.SHOCKHERACULIX!,HERMETIC-ZOE-DELPHIPOLISUN ZOO
@AztecAmber @BryanDBender NATO &amp; the EU have known for 30 years the security concerns of Russia &amp; that they would never have accepted any thing remotely bordering on Ukraine entry to both institutions. Yet they’ve fomented a movement for such without providing the means to facilitate this,0,0,-1,Brett,
"#Ukraine / #COVID19 
#GreatReset 
#KlausSchwab 
#McKinsey 
#WEF https://t.co/sijcJs7H7R https://t.co/vTagQgLx8i",0,0,0,Philippe Gerbier,
"Yes, that’s right, and Biden doesn’t even try to hide it. Here’s what he said just two days ago:
“Now is a time when things are shifting… There’s going to be a new world order out there &amp; we’ve got to lead it”
“New World Order”? So this isn’t about “Ukraine’s borders”,after all?",0,0,1,Caleb Miles,"England, United Kingdom"
"@ObjFrance13 @yvesbourdillon Bah, nier l’intervention 🇺🇸 en Ukraine, près de 5 milliards de dollar d’après Nuland, c’est pas très malin. Une vidéo de Biden, alors VP de Barrack, expliquant au journaliste comment il a négocier le remplacement du procureur général 🇺🇦 contre le GO d’une aide à 1 milliard ..",0,0,0,Jean Neig3,
I totally agree. They certainly are ... just real. From my own cousins who came home after WWII to modern day soldiers who served in Afghanistan and after coming home have dropped everything to go help Ukraine and to train soldiers there. https://t.co/QW0tAw8lsO,0,0,1,Judith,"Eureka, CA"
"@Harri_Est Taiwan is totally different from Ukraine.Even US compromise that Taiwan is a part of China,It is China's Doneck and Lughansk.",0,0,0,李定国,
@suhsche @cwjroberts I condemn the “West” for playing footsies with Biya instead of calling the terrorist what he is.  There isn’t an excuse palatable for #Russia &amp; their actions in #Ukraine. I condemn Putin as I condemn his equally deprave kind in #Cameroun. Nothing about these mad men is tolerable.,0,0,-1,Ms P,
How the Azov neo-Nazis helped to kill Zelensky's peace initiative in 2019: https://t.co/h27XKd6EMB,16,8,0,Peter Hitchens,England
"@TxtdariHI coba baca press statement nya di sini 
https://t.co/aCl5drgith",0,0,0,agaa 🔫,"pronoun: he/him, she/her"
"Na így kell tűntetni! Elterjedhetne én nem bánnam. 😂
#Ukraine #UkraineUnderAttack https://t.co/2CTQifAsbq",0,0,0,Ismeretlentettes,Magyarország
"@IMatviyishyn when Hitler invaded Czechoslovakia, everyone was just watching.. the same is happening now... its time to act..., NATO should attack russians in Ukraine ASAP to stop another thousands of innocent dead people because in the end, we cant avoid it to happen later...",1,0,1,BJohnB,
"@RudolfZwilling @Dranske1 @isikat2 @sbohrnmena ""Putin verteidigt einfach die Interessen Russlands."" Indem er in der Ukraine Zivilisten tötet??? Hau ab, mieser Putintroll. Du widerst mich an. 🤮",0,0,0,Maik 🙂,Deutschland
"It's a good thing no one took that suggestion seriously. 

Seems reasonable to believe that Putin sees Biden in the neighboring country as provocation. You really think it'd be a good idea if he went into Ukraine?😬",0,0,1,HoldMyBooks,
"@BenStiller A FREEDOM IMPROVEMENT THE BRILLIANCE OF WELCOME AND MOVEMENT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
❤GothicBeliefGlobal 
@BenStiller IS BRILLIANCE!!!
#Severance 
WE, THE UNDERSIGNED, HAVING PLACED OURSELVES IN ALL GOOD FAITH...!!!
#UNHCR 
#Ukraine 
#taylorHawkings #FooFighters https://t.co/Qml7K308Tf",0,0,1,treadbaresubstance,no man's land
"@MarosSefcovic @Schwarzenegger @Denys_Shmyhal @EUDelegationUA @EUintheUS Stop any traffic of goods and transport from/to the russian federation. Show your support in actions! This step will help russians understand that all people are united in their support for peaceful and independent #Ukraine !
#banrussia",0,0,1,Pavlo🇺🇦,Україна
Hunter Biden helped secure millions for biotech research Ukraine https://t.co/QyudqP4Iap via @MailOnline,1,0,1,George  Nievas,"San Luis, Argentina"
"This was not true for Russia's most recent conflicts: the 2008 Russia-Georgia War, 2014-2015 Annexation of Crimea and War in the Donbas, or Russia's intervention in Syria. I doubt Putin would have decided to invade Ukraine if he thought it would become a war of attrition. https://t.co/nmzInJS2A6",95,16,1,Rob Lee,
"@TrentTelenko @fascinatorfun @ThreshedThought I'm not sure if it's been shipped or used in Ukraine yet. I don't think it's actually been fired in anger, but as a Brit I'm curious as to how effective it is.",0,0,-1,RichardPhippsArt,
"""He’s Churchill with an iPhone""
https://t.co/KQMzmGa0qm",0,0,0,vladimir andocilla,Quito-Ecuador
Don't let trucks cross the border. We urge you to stop contributing to the deaths of innocent people in Ukraine. Every ruble that ends up in Russian taxes turns into tears and death of Ukrainian children. Stop any movement of goods and vehicles in russia https://t.co/xMME53Wws9,0,0,1,Александр Устименко,
"You don't allow Putin to do business with EU.
You sanction his pipeline that cost $$$$. 
You prop up Navalny's.
You prop up Kazakh revolts.
And you have your guy in Ukraine while you don't explicitly declare Ukraine won't be in NATO.

What do you expect?

2/..",0,0,0,Tirth Shah🏳️,California | Gujarat 
Russia’s invasion crystallises divide between west and rest of world https://t.co/MlZtqEyqR2,0,0,0,Gwydion M. Williams,"Coventry, England"
"Hello Everyone,
1/6) A #SomeGoodNews story you may enjoy watching.
Ukrainian bobsledder helps deliver food, supplies
https://t.co/xDH7Qgyone
#Ukraine #Russian #invasion #Olympian #VladyslavHeraskevych 🇺🇦🇺🇦🇺🇦💪",0,0,1,Find and Bind Get Vaccinated!! 🇺🇦🇺🇦🇺🇦,
"@strategywoman Dear Yaroslava, I would like to share with you this beautiful piece of music, based on an old Finnish poem called ”Terve Ukraina!” i.e. ”Hail Ukraine” I hope it gives you comfort!

https://t.co/MRLZqBYH2t",0,0,1,Mirkka Pennanen 🇺🇦,"Helsinki, Suomi"
"@DI_Ukraine @ServiceSsu @EmineDzheppar @DmytroKuleba 
Listen to the Rat butcher of Mariupol.
What a sick creature.
https://t.co/61aceFcGBG",0,1,-1,Ossa Ghalyoun,"Westmont, IL"
#Βουλη #συναυλια_ξεπλυμα  #Ukraine #Ουκρανία #εισβολη #Πολεμος #Πουτιν #Ρωσική_εισβολή_στην_Ουκρανία #Ρωσια #ΣΥΡΙΖΑ #Τσιπρας #opentv #πουτινακια #ΣΥΡΙΖΑ_ξεφτιλες #ΣΥΡΙΖΑποπατος #συριζα_σε_απογνωση #συριζα_πολιτικα_πτωματα #συριζα_τελος #πουτινακια https://t.co/036izTZ2Eq,0,0,0,Ανήθικος Αυτουργός,
@strxwmxn @michaelmalice I’m also aware that Putin has done horrible shit before invading Ukraine and I honestly don’t know enough about it in part because of a dishonest media and political environment in the US that Hillary is somewhat responsible for.,0,0,-1,RodrigoSanchez,
Unterschrieben: #Initiative Ukraine: JETZT handeln – Importstopp für russisches Öl und Gas SOFORT in #Europäische Un https://t.co/LIRKqRs5vs via @openPetition,0,0,0,🇺🇦Friedrich🔴🔴🔴Zywitza🇺🇦,Deutschland
"@RepCicilline recently traveled to the Ukraine-Poland border, a situation which he described as a humanitarian crisis. Hear what he heard and saw while he was there: https://t.co/JfdmAFj77c https://t.co/ieIuejkSRC",0,0,0,GBH News,"Boston, Mass."
"@PowerUSAID Yeah !!! It's tough , stand with the Mothers in #Ukraine !!!

The World is tough on Mothers !!! 

And again …………I just couldn't imagine how it must be in #Tigray !!!",0,0,-1,Adlai,
"I salute this #veteran.

#StandWithUkraine️ #FightForTruth #FightForHumanity 

https://t.co/kN0yj8N4HJ",0,0,0,CAT,"Notre Dame, IN"
"#arabie pire que #poutine mais #macron ferme les yeux et vends ses armes :prenons soin des femmes et enfants d #ukraine Ceux du  #yemen qu ils crèvent ! 
#LaREM #BFMTV #LCI #HdesPros #Punchline #24hpujadas #lamatinale #cdanslair #midinews  #presidentielle2022 #soirinfo #russie",0,0,0,mrsclovisse,
"@luvmiigirls2 @alexstein99 Love his pinned tweet where he's rapping about Ukraine.

7.5 million views so far !",1,0,1,Talun Stalun,"Lake Mary, FL"
"⚡⚡ 
Lviv Ukraine, infolge des Beschusses brennt eine der Industrieanlagen. Es ist ein Kraftstoffspeicher. Bewohnbare Infrastruktur wurde nicht verletzt.
 Alle Rettungsdienste arbeiten vor Ort. Bitte bleiben Sie in den Schutzräumen, bis der Luftalarm ertönt. @AndriySadovyi https://t.co/hLiPxs44JM",0,0,0,ChrisNorm161!💙💙✊✌️ SUPPORT FOR-UA!,Irgendwo im Osten 
"Russia's holy war: Vladimir Putin, Pope Francis, the Virgin Mary and the fate of Ukraine https://t.co/qxG52qERc0 #SmartNews",0,0,0,🅔🅧🅟🅐🅝🅢🅘🅞🅝 🅒🅡🅤🅢🅗,
"@nursekimmie1969 @BuzzPatterson @BernieSanders Sorry, it's Trump republicans/talking heads who until recently were backing Putin's invasion of Ukraine. Oligarchs have BILLIONS; people in this thread don't seem to understand numbers very well. Bernie is wealthy, but he's nowhere close to approaching oligarch levels of wealth.",0,0,1,Jake Tuhill,"Manhattan, NY"
More about the attacks happening in #Lviv #Ukraine https://t.co/U1d4gTjx9Y,0,0,1,Nonilex 🇺🇦,everywhere
@snarwani @KimDotcom In case you didn’t notice.   Russia invaded Ukraine.   Twice.   Actions have consequences,0,0,0,thommo,
#ukraine https://t.co/eVBpi43ew2,0,0,0,Redwoods,
"@KacapMSK @SoniaK16205728 @RomanowskiRonal Jedyni naziści dziś, to ci, co z Moskwy żołdactwo na Ukrainę posyłają. 🤷🏻‍♂️",0,0,0,Gawiedz 🇵🇱💯+4 💙💛,
@Liveuamap Ukraine war Bayraktar song Filmed each one they destroyed from every possible angle and in different places. We still have the music: https://t.co/hGSuYRBUve,0,0,0,Ukraine war,
"@victorpetweet @NicoleArbour The facts here are correct but shallow. The conflict is with China wanting to establish the Chinese hegemony and enjoy the benefits of being the worlds economic and military super power, that the US currently is. This invasion of Ukraine is one step of a long game being played.",0,0,1,EFM🚀🚀,The United States
@ThinkPrague Russia is ANALOG - Ukraine WENT DIGITAL - Russia has LOST,0,0,0,MAD Mac - (BR - M90 (BETTY),
@mfa_russia @StateDept @RussiaUN @RusEmbUSA @USEmbRu @RusCons_TX @Dpol_un @RusConsulateDC Are you providing this information as justification for murder and destruction of property in Ukraine? Your typically imperialistic barbaric acts are a little overkill don't you think?,0,0,-1,Morag Pryde,
"Anyone else feeling really depressed after the plandemic? Two years of being judged, called stupid and unscientific, ostracised, the trauma of possible mandates... the world's now moved on to Ukraine but my heart's still bleeding. I don't feel the same.",0,0,-1,Olivia,
"@CassandraRules This is a great way to ""disappear"". Move money to bitcoin, say you are headed to Ukraine to ""fight"". Leave all troubles and worry behind as you actually go to a small island and live like a king.",0,0,1,Ghost in the Machine,
